epoch loss acc W1MaxOvl W1LogNormRat ZMaxOvl HMaxOvl HOnesMaxOvl HMinNorm HOSV0 HOSV1 HOSV2 W2MinNorm
-1 -1 -1 -1 -1 -1 -1 -1 -1 294.825 15.4943 13.4252 -1
0 0.000399308 -1 0.0164006 0.129896 0.421636 0.986635 0.99499 119.144 306.834 15.1238 8.69692 0.159454
1 0.00012264 -1 0.0254596 0.149392 0.41992 0.985831 0.994958 119.3 306.752 15.5038 8.78793 0.151791
2 7.71864e-05 -1 0.0326841 0.158455 0.430071 0.985622 0.994953 119.173 306.676 15.5963 8.77394 0.145417
3 5.48374e-05 -1 0.037933 0.162138 0.430107 0.985492 0.994955 119.174 306.661 15.6547 8.799 0.140804
4 4.15327e-05 -1 0.0412828 0.162638 0.429748 0.985314 0.994952 119.192 306.644 15.7372 8.82512 0.138054
5 3.27384e-05 -1 0.0442558 0.162543 0.446632 0.985117 0.994952 118.89 306.528 15.8128 8.82506 0.135576
6 2.65566e-05 -1 0.0464706 0.161367 0.437517 0.985148 0.994954 119.076 306.569 15.8063 8.82404 0.133366
7 2.2031e-05 -1 0.0481697 0.159944 0.448903 0.98512 0.994959 118.848 306.473 15.8029 8.81861 0.132016
8 1.86073e-05 -1 0.0494923 0.158269 0.443296 0.9851 0.99496 118.959 306.482 15.8146 8.82807 0.130825
9 1.59278e-05 -1 0.0505341 0.156692 0.456906 0.985029 0.994961 118.724 306.373 15.8328 8.80064 0.129532
10 1.38566e-05 -1 0.0514456 0.15503 0.462922 0.985007 0.994965 118.591 306.298 15.8305 8.80412 0.128852
11 1.21792e-05 -1 0.052236 0.153354 0.453586 0.985046 0.994966 118.783 306.328 15.8183 8.80618 0.12804
12 1.07989e-05 -1 0.0528754 0.15195 0.462712 0.985004 0.994969 118.606 306.231 15.8235 8.79734 0.127206
13 9.66751e-06 -1 0.0534627 0.15054 0.461113 0.985057 0.994972 118.635 306.205 15.7947 8.79172 0.126643
14 8.71382e-06 -1 0.0538028 0.149178 0.470638 0.984968 0.994972 118.461 306.106 15.8225 8.7814 0.126212
15 7.9151e-06 -1 0.0541528 0.147858 0.466663 0.984989 0.994974 118.542 306.092 15.8116 8.78295 0.125908
16 7.2365e-06 -1 0.0544767 0.146814 0.470081 0.984961 0.994975 118.482 306.029 15.8165 8.776 0.125273
17 6.65511e-06 -1 0.054755 0.145667 0.465858 0.984986 0.994978 118.556 306.011 15.8022 8.78475 0.124921
18 6.15529e-06 -1 0.0549761 0.144787 0.474874 0.984962 0.99498 118.375 305.907 15.7977 8.7733 0.124706
19 5.70895e-06 -1 0.0551131 0.143782 0.471426 0.984976 0.994981 118.454 305.888 15.79 8.77041 0.124379
20 5.32728e-06 -1 0.0553705 0.143097 0.475991 0.984982 0.994984 118.362 305.815 15.7761 8.76081 0.124142
21 4.9794e-06 -1 0.0554493 0.142142 0.475848 0.984987 0.994986 118.353 305.765 15.7663 8.76656 0.12373
22 4.67788e-06 -1 0.0554891 0.141445 0.482453 0.984934 0.994987 118.226 305.676 15.7791 8.75775 0.123639
23 4.40604e-06 -1 0.0556612 0.140815 0.475872 0.984982 0.994989 118.354 305.673 15.757 8.76479 0.123206
24 4.16443e-06 -1 0.0556677 0.140146 0.479955 0.984966 0.99499 118.277 305.601 15.7544 8.75497 0.123082
25 3.9463e-06 -1 0.055716 0.139577 0.481673 0.984955 0.994992 118.236 305.54 15.7511 8.75633 0.122907
26 3.74545e-06 -1 0.0557381 0.139081 0.488761 0.984939 0.994994 118.096 305.447 15.745 8.74041 0.122591
27 3.56877e-06 -1 0.0558052 0.138555 0.486792 0.984942 0.994996 118.127 305.412 15.7388 8.74833 0.122571
28 3.40459e-06 -1 0.0557342 0.138088 0.488896 0.984936 0.994997 118.08 305.348 15.7325 8.74512 0.122404
