epoch loss acc W1MaxOvl W1LogNormRat ZMaxOvl HMaxOvl HOnesMaxOvl HMinNorm HOSV0 HOSV1 HOSV2 W2MinNorm
-1 -1 -1 -1 -1 -1 -1 -1 -1 301.759 17.0939 11.3426 -1
0 0.00205871 -1 0.0592419 0.0336458 0.0802364 0.904135 0.972301 59.8973 279.989 28.0643 16.5251 0.155376
1 0.000371023 -1 0.0822336 0.0690962 0.0957055 0.914673 0.97513 65.3182 281.138 27.1531 15.9303 0.173632
2 0.000224229 -1 0.0931969 0.0879048 0.1274 0.921427 0.977133 69.0008 282.225 26.5693 15.3986 0.181091
3 0.00016022 -1 0.098765 0.100387 0.129873 0.925588 0.978009 71.9225 282.835 26.3091 15.0257 0.185297
4 0.000122373 -1 0.103368 0.110954 0.146662 0.92898 0.978943 74.4691 283.54 26.0822 14.6345 0.188827
5 9.6622e-05 -1 0.105873 0.119736 0.172568 0.931753 0.979781 76.4822 284.259 25.887 14.3089 0.191216
6 7.82786e-05 -1 0.108087 0.127527 0.197233 0.934134 0.980528 78.3004 284.922 25.7126 14.0037 0.193281
7 6.46328e-05 -1 0.109633 0.134305 0.213474 0.93614 0.981166 79.909 285.438 25.5421 13.7287 0.194849
8 5.42944e-05 -1 0.110922 0.140566 0.233875 0.937861 0.981658 81.3665 285.987 25.4316 13.5025 0.196927
9 4.63655e-05 -1 0.11234 0.145954 0.253726 0.939271 0.982099 82.7265 286.496 25.3536 13.2701 0.198851
10 4.01561e-05 -1 0.113034 0.150468 0.263886 0.940817 0.982558 83.9056 286.871 25.1852 13.0888 0.200057
11 3.5255e-05 -1 0.113909 0.154647 0.26222 0.941791 0.982725 85.1068 287.117 25.1371 12.9379 0.201722
12 3.12705e-05 -1 0.114822 0.15827 0.292283 0.942864 0.983144 86.0761 287.659 25.0772 12.744 0.203237
13 2.80353e-05 -1 0.115483 0.161396 0.301756 0.943886 0.983446 87.0157 287.972 24.9796 12.5973 0.204412
