epoch loss acc W1MaxOvl W1LogNormRat ZMaxOvl HMaxOvl HOnesMaxOvl HMinNorm HOSV0 HOSV1 HOSV2 W2MinNorm
0 0.000290677 -1 0.0941731 0.0774297 0.854981 0.991893 0.994068 103.53 285.127 15.6244 8.14332 0.327725
1 7.84434e-05 -1 0.113792 0.0988112 0.871493 0.991342 0.993526 100.994 283.575 15.7626 8.37856 0.318111
2 5.08303e-05 -1 0.125688 0.111082 0.875704 0.990841 0.993216 99.601 282.829 15.8081 8.60896 0.311916
3 3.78623e-05 -1 0.134186 0.119035 0.877314 0.990523 0.993024 98.8436 282.398 15.81 8.75997 0.306923
4 3.02249e-05 -1 0.140525 0.124794 0.87612 0.990221 0.992871 98.5013 282.154 15.7849 8.92076 0.303207
5 2.51644e-05 -1 0.145722 0.128944 0.875712 0.990099 0.992744 98.3032 282.03 15.7452 9.02127 0.299668
6 2.15665e-05 -1 0.149848 0.132353 0.874175 0.989981 0.992698 98.2915 281.996 15.6958 9.09982 0.296736
7 1.88366e-05 -1 0.153201 0.135048 0.872253 0.989909 0.992706 98.2679 282.066 15.6369 9.15951 0.294523
8 1.67238e-05 -1 0.156149 0.137228 0.870217 0.989874 0.992679 98.3886 282.138 15.5754 9.22034 0.292018
9 1.50108e-05 -1 0.158584 0.139158 0.867304 0.98981 0.992682 98.5959 282.245 15.5119 9.28408 0.290189
10 1.36151e-05 -1 0.160604 0.140705 0.863538 0.989722 0.992653 98.935 282.357 15.447 9.37114 0.28844
11 1.24282e-05 -1 0.162442 0.141923 0.860589 0.989715 0.992654 99.2061 282.507 15.3817 9.4216 0.286958
12 1.14335e-05 -1 0.164066 0.143044 0.857641 0.98972 0.992684 99.5437 282.655 15.3166 9.45179 0.285601
13 1.05678e-05 -1 0.165399 0.144046 0.853795 0.989696 0.992724 99.7965 282.856 15.248 9.5025 0.284245
14 9.80922e-06 -1 0.166663 0.144922 0.851385 0.989762 0.992755 100.162 283.014 15.1851 9.50855 0.282996
15 9.15647e-06 -1 0.167745 0.145763 0.847844 0.98977 0.992777 100.51 283.193 15.1216 9.54576 0.281899
16 8.56435e-06 -1 0.168677 0.146447 0.843786 0.989757 0.992828 100.846 283.386 15.0589 9.58046 0.280976
17 8.03814e-06 -1 0.169426 0.147024 0.839688 0.989761 0.992868 101.159 283.598 14.9956 9.6182 0.280137
