epoch loss acc W1MaxOvl W1LogNormRat ZMaxOvl HMaxOvl HOnesMaxOvl HMinNorm HOSV0 HOSV1 HOSV2 W2MinNorm
-1 -1 -1 -1 -1 -1 -1 -1 -1 312.992 14.7798 10.7805 -1
0 0.00157993 -1 0.0830213 0.0873862 0.415324 0.657887 0.983821 8.69283 278.435 21.1968 5.96796 0.593557
1 0.000451729 -1 0.109013 0.0666904 0.571918 0.645579 0.984759 7.134 281.159 21.213 4.95074 0.6549
2 0.000302245 -1 0.121711 0.060884 0.628042 0.628895 0.985395 5.99652 282.353 21.0192 4.24634 0.691404
3 0.000225141 -1 0.13031 0.0609691 0.672199 0.612001 0.985993 5.14843 283.412 20.8011 3.71434 0.721035
4 0.000176658 -1 0.134466 0.0641715 0.690481 0.596358 0.986394 4.50308 283.837 20.5802 3.30791 0.744964
5 0.000143727 -1 0.138499 0.0691247 0.718976 0.581974 0.986952 4.01372 284.554 20.2918 2.98488 0.763078
6 0.000119912 -1 0.139269 0.0747336 0.719144 0.570059 0.987222 3.62432 284.423 20.0477 2.73473 0.778433
7 0.000102055 -1 0.141535 0.0803133 0.732383 0.558698 0.987514 3.31341 284.748 19.8763 2.52513 0.792756
8 8.83056e-05 -1 0.141894 0.0861646 0.732536 0.54881 0.98771 3.05414 284.635 19.6929 2.35229 0.805664
9 7.73062e-05 -1 0.1424 0.0919599 0.734262 0.539862 0.987857 2.84108 284.604 19.5656 2.20731 0.815661
10 6.84483e-05 -1 0.142621 0.0976553 0.735653 0.531475 0.987959 2.65929 284.58 19.4763 2.0816 0.825169
11 6.1058e-05 -1 0.143665 0.103079 0.74431 0.523966 0.988226 2.50534 284.745 19.2881 1.97218 0.833365
12 5.48505e-05 -1 0.143419 0.108506 0.743032 0.517189 0.98835 2.37008 284.605 19.1574 1.87762 0.841007
13 4.95498e-05 -1 0.143612 0.113342 0.744108 0.510791 0.988426 2.25288 284.583 19.0886 1.79421 0.84841
14 4.50207e-05 -1 0.143829 0.118286 0.746744 0.50474 0.988516 2.14871 284.613 19.0185 1.71898 0.854904
15 4.10592e-05 -1 0.142986 0.123028 0.739511 0.499589 0.988544 2.05561 284.302 18.9353 1.65385 0.861183
16 3.76449e-05 -1 0.143046 0.127502 0.739635 0.494542 0.988612 1.97338 284.254 18.8691 1.59418 0.866451
17 3.46097e-05 -1 0.142807 0.131666 0.739028 0.489956 0.988727 1.89868 284.149 18.752 1.53989 0.872257
18 3.19717e-05 -1 0.142736 0.135737 0.738476 0.485426 0.988741 1.83116 284.108 18.7321 1.49043 0.877424
19 2.96147e-05 -1 0.142272 0.139758 0.736739 0.481467 0.988874 1.76996 283.95 18.5897 1.44542 0.881394
20 2.75446e-05 -1 0.141837 0.143443 0.733137 0.477567 0.988859 1.71345 283.823 18.5774 1.40425 0.886306
21 2.56829e-05 -1 0.141235 0.147098 0.729254 0.473953 0.988888 1.66185 283.656 18.5213 1.36629 0.890095
22 2.40317e-05 -1 0.141606 0.150451 0.732016 0.470444 0.988989 1.61433 283.686 18.4411 1.33036 0.894491
23 2.25379e-05 -1 0.140847 0.153919 0.72731 0.467166 0.988991 1.57008 283.508 18.406 1.29767 0.898032
24 2.1185e-05 -1 0.140936 0.157196 0.729484 0.463948 0.989077 1.52925 283.523 18.3355 1.26644 0.901473
25 1.9973e-05 -1 0.140846 0.16025 0.729253 0.460862 0.989107 1.49124 283.487 18.3028 1.23756 0.904942
26 1.88783e-05 -1 0.140065 0.16347 0.723311 0.458251 0.98915 1.45519 283.258 18.2232 1.21111 0.908177
27 1.7864e-05 -1 0.140108 0.166494 0.725924 0.455318 0.989213 1.42215 283.292 18.1754 1.18522 0.90489
28 1.6937e-05 -1 0.139822 0.169161 0.722099 0.452796 0.989197 1.39092 283.173 18.1661 1.162 0.901646
29 1.61249e-05 -1 0.139539 0.172051 0.721845 0.450256 0.98926 1.36129 283.121 18.1027 1.13918 0.898499
30 1.53508e-05 -1 0.139639 0.174781 0.723031 0.447749 0.989299 1.33358 283.129 18.0711 1.11766 0.895474
31 1.46351e-05 -1 0.13882 0.177459 0.71596 0.445637 0.989285 1.3072 282.908 18.0412 1.09823 0.892537
32 1.39888e-05 -1 0.139041 0.179959 0.719064 0.443194 0.989315 1.28256 282.978 18.0284 1.07866 0.889717
