epoch loss acc W1MaxOvl W1LogNormRat ZMaxOvl HMaxOvl HOnesMaxOvl HMinNorm HOSV0 HOSV1 HOSV2 W2MinNorm
-1 -1 -1 -1 -1 -1 -1 -1 -1 311.079 14.0409 11.4658 -1
0 0.00112544 -1 0.056664 0.169282 0.803564 0.760022 0.981193 13.5167 263.34 17.5834 8.7154 0.276016
1 0.000373741 -1 0.0224126 0.144951 0.679281 0.756053 0.979543 13.6081 265.617 19.3169 8.65221 0.349176
2 0.000260697 -1 0.00417844 0.136502 0.574875 0.75488 0.980185 13.0459 267.344 19.7101 8.20236 0.374872
3 0.000204094 -1 0.0116783 0.131502 0.412672 0.751007 0.981462 12.5002 269.494 19.8577 7.78815 0.389855
4 0.000167243 -1 0.0244924 0.128875 0.264592 0.746889 0.98263 11.8693 271.133 19.7739 7.37565 0.402699
5 0.000140912 -1 0.0351167 0.126774 0.131036 0.741881 0.983423 11.265 272.451 19.7341 7.00515 0.414331
6 0.000120883 -1 0.0455081 0.125047 0.016907 0.736856 0.98437 10.7354 273.855 19.5765 6.677 0.424329
7 0.000105092 -1 0.0542695 0.123482 0.133488 0.731654 0.985063 10.2341 274.965 19.4461 6.38051 0.434149
8 9.23108e-05 -1 0.0609981 0.122912 0.212727 0.726089 0.985625 9.72425 275.74 19.2804 6.09843 0.444052
9 8.17764e-05 -1 0.0675024 0.122268 0.289257 0.72099 0.986215 9.29476 276.516 19.0767 5.85381 0.452134
10 7.29571e-05 -1 0.0735171 0.12142 0.364474 0.715638 0.98666 8.9047 277.345 18.9685 5.62903 0.460871
11 6.54311e-05 -1 0.0781991 0.121021 0.409109 0.711013 0.987101 8.54721 277.843 18.768 5.43141 0.467941
12 5.90463e-05 -1 0.0820498 0.120926 0.43958 0.706278 0.987438 8.20524 278.19 18.5976 5.24711 0.476148
13 5.35295e-05 -1 0.0860815 0.120713 0.483995 0.70153 0.98775 7.91171 278.76 18.4924 5.07861 0.482959
14 4.87327e-05 -1 0.0890973 0.120748 0.506167 0.697304 0.988015 7.63571 279.035 18.3486 4.92876 0.483499
15 4.46001e-05 -1 0.0923658 0.120651 0.534889 0.693127 0.988274 7.3921 279.428 18.2325 4.79018 0.469902
16 4.09927e-05 -1 0.0949224 0.121001 0.555495 0.689197 0.988492 7.1648 279.715 18.1207 4.66344 0.457012
17 3.78002e-05 -1 0.097165 0.121412 0.572227 0.685496 0.988703 6.95827 279.945 17.9992 4.54783 0.444894
18 3.49702e-05 -1 0.0993725 0.121633 0.5836 0.682226 0.988895 6.77191 280.091 17.8734 4.44542 0.433474
19 3.24658e-05 -1 0.101337 0.122115 0.598032 0.678944 0.989073 6.60087 280.301 17.7704 4.34823 0.422676
20 3.02112e-05 -1 0.103616 0.122534 0.616933 0.675645 0.989249 6.44527 280.608 17.6871 4.2555 0.412473
21 2.82078e-05 -1 0.10524 0.122898 0.623713 0.6728 0.989378 6.29953 280.696 17.5962 4.17481 0.402692
22 2.64299e-05 -1 0.106586 0.123648 0.629533 0.669976 0.989468 6.16303 280.78 17.5362 4.09909 0.393316
23 2.4803e-05 -1 0.10806 0.124208 0.635931 0.667399 0.989599 6.03843 280.861 17.4405 4.02868 0.384416
24 2.33414e-05 -1 0.109576 0.124909 0.646141 0.664692 0.9897 5.92149 281.037 17.3887 3.95993 0.37586
25 2.19959e-05 -1 0.111152 0.125488 0.653885 0.662349 0.989821 5.81603 281.156 17.3076 3.89855 0.367767
26 2.07881e-05 -1 0.112417 0.12602 0.659145 0.659994 0.98988 5.71636 281.246 17.2733 3.84115 0.359957
27 1.96729e-05 -1 0.113402 0.126845 0.663478 0.657805 0.989973 5.62171 281.299 17.2024 3.78664 0.352398
28 1.8656e-05 -1 0.114846 0.127453 0.669653 0.655786 0.990078 5.53582 281.393 17.1286 3.73598 0.345213
29 1.77054e-05 -1 0.115575 0.128248 0.669445 0.653891 0.990123 5.45269 281.365 17.0825 3.69052 0.338197
30 1.6838e-05 -1 0.116538 0.128861 0.67102 0.652022 0.990155 5.37696 281.383 17.057 3.64747 0.331517
31 1.60387e-05 -1 0.117583 0.129549 0.675203 0.650246 0.990239 5.30552 281.439 16.9936 3.6051 0.325062
32 1.53004e-05 -1 0.118443 0.130365 0.677358 0.648578 0.9903 5.23695 281.46 16.9436 3.56596 0.318762
33 1.46061e-05 -1 0.119162 0.131029 0.676629 0.647032 0.990343 5.17277 281.418 16.8969 3.53024 0.312688
34 1.39604e-05 -1 0.120514 0.131741 0.686089 0.645252 0.99041 5.11364 281.612 16.8736 3.4915 0.30688
35 1.33708e-05 -1 0.121246 0.132431 0.687465 0.643787 0.990461 5.05713 281.616 16.8286 3.45851 0.301226
36 1.28071e-05 -1 0.122047 0.133195 0.689243 0.642352 0.990507 5.00271 281.633 16.7901 3.42669 0.295682
37 1.22826e-05 -1 0.122592 0.133812 0.687606 0.641069 0.990523 4.95171 281.583 16.7659 3.39878 0.290335
