epoch loss acc W1MaxOvl W1LogNormRat ZMaxOvl HMaxOvl HOnesMaxOvl HMinNorm HOSV0 HOSV1 HOSV2 W2MinNorm
-1 -1 -1 -1 -1 -1 -1 -1 -1 12.8787 0.50931 0.0071789 -1
0 0.0216965 -1 0.534374 0.398221 0.944703 0.989477 0.997887 10.1886 19.1346 1.62276 0.169068 0.454397
100 0.000249813 -1 0.640134 0.407897 0.996565 0.999617 0.999617 10.3719 19.7303 0.788197 0.155705 0.500957
200 4.24583e-05 -1 0.656147 0.393998 0.996706 0.999684 0.999684 10.5805 19.8627 0.750219 0.140537 0.492458
300 3.42655e-05 -1 0.669307 0.381457 0.996855 0.999735 0.999735 10.7378 19.965 0.717311 0.128556 0.485705
400 2.84195e-05 -1 0.680357 0.370259 0.997012 0.999773 0.999773 10.8595 20.0462 0.688857 0.118885 0.480477
500 2.41003e-05 -1 0.689779 0.360343 0.997166 0.999801 0.999801 10.9555 20.112 0.664243 0.110976 0.47617
600 2.08364e-05 -1 0.697924 0.351475 0.997308 0.999823 0.999823 11.0335 20.1663 0.642746 0.104406 0.472446
700 1.83042e-05 -1 0.705087 0.34344 0.997437 0.99984 0.99984 11.0986 20.2124 0.623723 0.0988361 0.469498
800 1.6269e-05 -1 0.711438 0.336164 0.997554 0.999855 0.999855 11.1536 20.2518 0.606822 0.0940711 0.466874
900 1.46342e-05 -1 0.717136 0.329569 0.997663 0.999866 0.999866 11.2004 20.286 0.591719 0.0899425 0.464451
1000 1.32854e-05 -1 0.722298 0.323461 0.99776 0.999876 0.999876 11.2415 20.3162 0.578014 0.0863141 0.462458
1100 1.21407e-05 -1 0.726991 0.317868 0.99785 0.999884 0.999884 11.2773 20.3428 0.565621 0.0831156 0.460429
1200 1.11819e-05 -1 0.731304 0.312632 0.997931 0.999892 0.999892 11.3094 20.3668 0.554233 0.0802535 0.458768
1300 1.03545e-05 -1 0.735284 0.30778 0.998006 0.999898 0.999898 11.338 20.3884 0.543795 0.0776842 0.457155
1400 9.63372e-06 -1 0.738978 0.303209 0.998073 0.999904 0.999904 11.3639 20.408 0.534116 0.0753557 0.455811
1500 9.01334e-06 -1 0.742421 0.298972 0.998138 0.999909 0.999909 11.3872 20.4259 0.525194 0.0732445 0.454292
1600 8.46014e-06 -1 0.745646 0.294909 0.998196 0.999913 0.999913 11.4088 20.4425 0.516814 0.0713021 0.453253
1700 7.96747e-06 -1 0.74867 0.291095 0.99825 0.999917 0.999917 11.4284 20.4577 0.509014 0.069523 0.452092
1800 7.53253e-06 -1 0.751521 0.287502 0.998301 0.999921 0.999921 11.4465 20.4718 0.50172 0.0678824 0.450934
1900 7.14131e-06 -1 0.754219 0.284092 0.998349 0.999924 0.999924 11.4632 20.4849 0.494857 0.066361 0.449909
2000 6.78693e-06 -1 0.756771 0.28081 0.998393 0.999927 0.999927 11.4788 20.4971 0.488365 0.064944 0.44901
2100 6.46406e-06 -1 0.759196 0.277704 0.998434 0.99993 0.99993 11.4933 20.5086 0.482248 0.0636247 0.448056
2200 6.17329e-06 -1 0.761504 0.274723 0.998473 0.999933 0.999933 11.5069 20.5194 0.476446 0.062389 0.44721
2300 5.90347e-06 -1 0.763706 0.271872 0.99851 0.999935 0.999935 11.5196 20.5295 0.470944 0.0612302 0.446387
2400 5.65944e-06 -1 0.76581 0.269138 0.998545 0.999937 0.999937 11.5316 20.5391 0.465711 0.0601406 0.445573
2500 5.43234e-06 -1 0.767824 0.266493 0.998577 0.999939 0.999939 11.543 20.5481 0.460711 0.0591111 0.444928
2600 5.22426e-06 -1 0.769757 0.263969 0.998609 0.999941 0.999941 11.5537 20.5567 0.455956 0.0581402 0.444225
2700 5.03149e-06 -1 0.77161 0.261533 0.998638 0.999943 0.999943 11.5638 20.5649 0.451412 0.0572217 0.443499
2800 4.85386e-06 -1 0.773396 0.25919 0.998667 0.999945 0.999945 11.5733 20.5726 0.447063 0.0563499 0.44288
2900 4.68501e-06 -1 0.775112 0.256908 0.998693 0.999946 0.999946 11.5825 20.58 0.442884 0.0555207 0.442271
3000 4.53023e-06 -1 0.776769 0.254707 0.998719 0.999948 0.999948 11.5912 20.5871 0.438875 0.0547312 0.441724
3100 4.38524e-06 -1 0.778369 0.252589 0.998743 0.999949 0.999949 11.5995 20.5938 0.43503 0.05398 0.441113
3200 4.24927e-06 -1 0.779912 0.250518 0.998766 0.999951 0.999951 11.6074 20.6003 0.431321 0.0532611 0.440598
3300 4.12057e-06 -1 0.781407 0.248529 0.998789 0.999952 0.999952 11.6149 20.6065 0.42776 0.0525755 0.440055
3400 3.99911e-06 -1 0.782854 0.246607 0.99881 0.999953 0.999953 11.6221 20.6124 0.424337 0.0519206 0.439431
3500 3.88668e-06 -1 0.784255 0.244707 0.99883 0.999954 0.999954 11.6291 20.6181 0.42101 0.0512896 0.439016
3600 3.77988e-06 -1 0.785615 0.242888 0.99885 0.999955 0.999955 11.6358 20.6236 0.417815 0.0506866 0.438492
3700 3.67733e-06 -1 0.786935 0.241117 0.998869 0.999956 0.999956 11.6421 20.6289 0.414727 0.0501073 0.438011
3800 3.582e-06 -1 0.788216 0.239378 0.998887 0.999957 0.999957 11.6483 20.634 0.411729 0.0495492 0.437572
3900 3.49137e-06 -1 0.789461 0.237688 0.998905 0.999958 0.999958 11.6542 20.6389 0.40883 0.0490125 0.437074
4000 3.40458e-06 -1 0.790672 0.236027 0.998921 0.999959 0.999959 11.66 20.6436 0.406011 0.0484938 0.436763
4100 3.32317e-06 -1 0.791851 0.234418 0.998937 0.99996 0.99996 11.6655 20.6482 0.403287 0.0479951 0.436392
4200 3.24698e-06 -1 0.793001 0.232863 0.998953 0.999961 0.999961 11.6708 20.6527 0.400653 0.0475148 0.435914
4300 3.17211e-06 -1 0.794122 0.231334 0.998969 0.999961 0.999961 11.676 20.6569 0.398087 0.0470498 0.43556
