epoch loss acc W1MaxOvl W1LogNormRat ZMaxOvl HMaxOvl HOnesMaxOvl HMinNorm HOSV0 HOSV1 HOSV2 W2MinNorm
-1 -1 -1 -1 -1 -1 -1 -1 -1 13.4738 3.64888 0.0725818 -1
0 0.00653873 -1 0.769239 0.147588 0.769407 0.943701 0.943701 2.62213 13.4666 2.97654 0.262106 0.167405
100 0.00044534 -1 0.795938 0.0191786 0.716425 0.966095 0.966095 2.24057 13.4188 3.36058 0.241783 0.0873041
200 0.000158378 -1 0.806119 0.0240731 0.670516 0.96349 0.96349 2.2748 13.4987 3.39026 0.255007 0.0884549
300 0.000126828 -1 0.814978 0.0276009 0.658695 0.963908 0.963908 2.30909 13.5231 3.42688 0.259928 0.0890991
400 0.000108669 -1 0.822356 0.0311813 0.659128 0.965253 0.965253 2.34293 13.5284 3.4645 0.261733 0.0895299
500 9.66966e-05 -1 0.828132 0.035202 0.659729 0.966362 0.966362 2.37515 13.5334 3.49683 0.263524 0.0896267
600 8.82748e-05 -1 0.833075 0.0394984 0.662389 0.967538 0.967538 2.40659 13.5352 3.52754 0.264627 0.0896419
700 8.20149e-05 -1 0.837239 0.043942 0.664311 0.968513 0.968513 2.43685 13.5381 3.5549 0.265865 0.0894835
800 7.71573e-05 -1 0.840728 0.0484299 0.664447 0.969202 0.969202 2.46605 13.5437 3.57848 0.267614 0.0892028
900 7.30942e-05 -1 0.84378 0.0529448 0.663847 0.969746 0.969746 2.49425 13.5505 3.59972 0.269546 0.0888285
1000 6.97796e-05 -1 0.846674 0.0574004 0.66462 0.970386 0.970386 2.52199 13.5551 3.62093 0.270937 0.0884708
1100 6.6863e-05 -1 0.849548 0.0618345 0.667689 0.971236 0.971236 2.54939 13.5558 3.64344 0.271415 0.0881647
1200 6.42375e-05 -1 0.851946 0.0661222 0.66743 0.97168 0.97168 2.5757 13.5619 3.66152 0.273039 0.0877281
1300 6.19021e-05 -1 0.854275 0.070303 0.668103 0.972193 0.972193 2.60169 13.5665 3.67966 0.274268 0.0873491
1400 5.97729e-05 -1 0.856536 0.0743538 0.669345 0.972736 0.972736 2.62732 13.5702 3.69759 0.275227 0.0870044
1500 5.77517e-05 -1 0.858606 0.0783056 0.669717 0.973162 0.973162 2.65228 13.5752 3.71396 0.276475 0.0866142
1600 5.59065e-05 -1 0.860645 0.08213 0.670792 0.973638 0.973638 2.6769 13.579 3.73039 0.277402 0.0862664
1700 5.41423e-05 -1 0.862553 0.0858518 0.671433 0.974049 0.974049 2.70108 13.5835 3.74583 0.278464 0.0859244
1800 5.25315e-05 -1 0.864362 0.0894325 0.671808 0.974411 0.974411 2.72478 13.5884 3.76038 0.279601 0.0855675
1900 5.09624e-05 -1 0.866086 0.092891 0.671956 0.97473 0.97473 2.74805 13.5937 3.77417 0.280807 0.0852134
2000 4.94608e-05 -1 0.867848 0.0962337 0.67341 0.975172 0.975172 2.77131 13.5968 3.7889 0.281435 0.0849631
2100 4.8063e-05 -1 0.869449 0.0994417 0.673617 0.975465 0.975465 2.79402 13.6019 3.80179 0.282569 0.0846733
2200 4.67263e-05 -1 0.871082 0.102607 0.675001 0.975873 0.975873 2.81646 13.6051 3.81565 0.283154 0.0844067
2300 4.54616e-05 -1 0.872545 0.105595 0.674784 0.976096 0.976096 2.83839 13.6109 3.82727 0.284436 0.0841023
2400 4.42416e-05 -1 0.874105 0.108497 0.676452 0.976503 0.976503 2.86043 13.6136 3.84059 0.284847 0.0839132
2500 4.30825e-05 -1 0.875548 0.111283 0.677176 0.9768 0.9768 2.88195 13.6178 3.85249 0.285661 0.0836747
2600 4.19622e-05 -1 0.876912 0.113906 0.677335 0.977024 0.977024 2.90324 13.623 3.86334 0.286729 0.0834794
2700 4.09022e-05 -1 0.878266 0.116506 0.678088 0.977304 0.977304 2.92422 13.6271 3.87463 0.287494 0.0832693
2800 3.98737e-05 -1 0.879642 0.119003 0.679536 0.977644 0.977644 2.94517 13.6301 3.88639 0.287912 0.0831357
2900 3.88936e-05 -1 0.880959 0.121428 0.680763 0.977954 0.977954 2.96568 13.6334 3.89762 0.288404 0.0829563
3000 3.79562e-05 -1 0.88216 0.123663 0.680696 0.978117 0.978117 2.98596 13.6389 3.90694 0.289525 0.0828042
3100 3.70429e-05 -1 0.88338 0.125904 0.681604 0.978377 0.978377 3.00591 13.6427 3.91723 0.290138 0.0826215
3200 3.61738e-05 -1 0.884643 0.128018 0.683345 0.97871 0.97871 3.02602 13.6452 3.92816 0.290329 0.0825719
3300 3.534e-05 -1 0.88581 0.130051 0.684212 0.978948 0.978948 3.0456 13.6491 3.93782 0.290931 0.0824409
3400 3.45486e-05 -1 0.886948 0.132004 0.685059 0.979176 0.979176 3.06506 13.653 3.94723 0.291532 0.0823464
3500 3.37695e-05 -1 0.888072 0.13385 0.686026 0.979407 0.979407 3.08439 13.6567 3.95647 0.292058 0.0822773
3600 3.30313e-05 -1 0.889109 0.135633 0.686154 0.979549 0.979549 3.10327 13.6618 3.96455 0.293005 0.0821509
3700 3.23134e-05 -1 0.890207 0.13736 0.687545 0.979812 0.979812 3.1222 13.6648 3.97389 0.293276 0.0821024
3800 3.16213e-05 -1 0.891241 0.138998 0.688343 0.980009 0.980009 3.14079 13.6687 3.98228 0.293842 0.082017
3900 3.09668e-05 -1 0.892274 0.140552 0.689408 0.980226 0.980226 3.15943 13.6723 3.99078 0.294261 0.0820108
4000 3.03226e-05 -1 0.893279 0.142086 0.690541 0.980447 0.980447 3.1777 13.6756 3.99922 0.294615 0.0819443
4100 2.9707e-05 -1 0.894319 0.14353 0.692386 0.980732 0.980732 3.19613 13.6779 4.00827 0.294571 0.0819873
4200 2.91157e-05 -1 0.895277 0.144917 0.693346 0.980924 0.980924 3.21407 13.6815 4.0161 0.294989 0.0819409
4300 2.85334e-05 -1 0.896199 0.14624 0.694123 0.981093 0.981093 3.23183 13.6855 4.02353 0.295497 0.0819011
4400 2.7983e-05 -1 0.897103 0.147491 0.694871 0.981255 0.981255 3.24943 13.6895 4.03072 0.29601 0.0818653
4500 2.7435e-05 -1 0.898068 0.148717 0.696836 0.981533 0.981533 3.26717 13.6914 4.03925 0.295821 0.0819219
4600 2.69303e-05 -1 0.898962 0.149874 0.697973 0.981724 0.981724 3.28452 13.6947 4.0466 0.296081 0.0819124
4700 2.64139e-05 -1 0.899832 0.150945 0.69899 0.981899 0.981899 3.30182 13.6983 4.0536 0.296401 0.0819422
4800 2.59361e-05 -1 0.900691 0.151985 0.700104 0.98208 0.98208 3.31894 13.7017 4.0606 0.29665 0.0819656
4900 2.54676e-05 -1 0.901547 0.152971 0.701451 0.982279 0.982279 3.33603 13.7047 4.06772 0.296748 0.0820235
5000 2.50152e-05 -1 0.902348 0.153901 0.702166 0.982414 0.982414 3.35284 13.7087 4.07392 0.297205 0.0820475
5100 2.4562e-05 -1 0.903147 0.154798 0.703115 0.982569 0.982569 3.36948 13.7123 4.08028 0.297509 0.0820613
5200 2.41437e-05 -1 0.903958 0.155655 0.704437 0.982757 0.982757 3.38614 13.7153 4.08697 0.297579 0.0821304
5300 2.37354e-05 -1 0.904763 0.156456 0.705879 0.982952 0.982952 3.40276 13.7182 4.09366 0.297565 0.0822278
