epoch loss acc W1MaxOvl W1LogNormRat ZMaxOvl HMaxOvl HOnesMaxOvl HMinNorm HOSV0 HOSV1 HOSV2 W2MinNorm
0 0.00373026 -1 0.183619 1.11266 0.903006 0.993952 0.99959 8.65638 18.6883 0.782808 0.192994 0.232168
100 0.000308088 -1 0.249636 1.23489 0.992548 0.999678 0.999741 10.4192 19.6261 0.238487 0.169526 0.175396
200 0.000183094 -1 0.261235 1.14756 0.993127 0.999739 0.999781 10.731 19.8471 0.227239 0.153936 0.158195
300 0.000149981 -1 0.274235 1.04707 0.993718 0.99979 0.999825 11.0439 20.058 0.217679 0.134899 0.141913
400 0.000116964 -1 0.286502 0.951292 0.994288 0.999825 0.999865 11.3086 20.2346 0.20984 0.114905 0.126855
500 8.8527e-05 -1 0.297101 0.869196 0.994794 0.999848 0.999897 11.5089 20.3695 0.203643 0.0968415 0.114398
600 6.68437e-05 -1 0.305736 0.802865 0.995198 0.99986 0.99992 11.5411 20.4669 0.198874 0.0823333 0.103999
700 5.12855e-05 -1 0.312706 0.74988 0.995516 0.999867 0.999936 11.5641 20.5373 0.195214 0.0711052 0.0951601
800 4.02135e-05 -1 0.318383 0.707098 0.995768 0.99987 0.999948 11.5824 20.5892 0.192369 0.0624442 0.0877412
900 3.22361e-05 -1 0.323041 0.672129 0.995969 0.999872 0.999956 11.597 20.6284 0.19013 0.0557164 0.0809936
1000 2.63553e-05 -1 0.326935 0.642936 0.996135 0.999873 0.999962 11.6091 20.6589 0.188336 0.050368 0.0751568
1100 2.18991e-05 -1 0.33021 0.618293 0.996272 0.999873 0.999967 11.619 20.683 0.186887 0.0460739 0.0696215
1200 1.84888e-05 -1 0.333016 0.597053 0.996387 0.999873 0.999971 11.6274 20.7027 0.185696 0.0425398 0.0648234
1300 1.57907e-05 -1 0.335435 0.57857 0.996486 0.999873 0.999974 11.6345 20.7189 0.184715 0.0395969 0.0604596
1400 1.36353e-05 -1 0.337533 0.562336 0.996572 0.999872 0.999976 11.6405 20.7324 0.183902 0.0371207 0.0562761
1500 1.18736e-05 -1 0.339371 0.547912 0.996646 0.999872 0.999978 11.6457 20.7438 0.183225 0.0350036 0.0524863
1600 1.04264e-05 -1 0.340988 0.534996 0.996711 0.999871 0.99998 11.6501 20.7537 0.182662 0.0331766 0.048955
1700 9.21263e-06 -1 0.342418 0.523362 0.996769 0.999871 0.999982 11.654 20.7621 0.182194 0.0315877 0.0456022
1800 8.19268e-06 -1 0.34369 0.512803 0.996821 0.99987 0.999983 11.6573 20.7695 0.181805 0.030191 0.0424675
1900 7.32651e-06 -1 0.344823 0.50318 0.996867 0.999869 0.999984 11.6602 20.776 0.181485 0.0289577 0.0393975
2000 6.58003e-06 -1 0.345843 0.494328 0.996909 0.999869 0.999985 11.6628 20.7817 0.181221 0.0278547 0.036739
2100 5.93295e-06 -1 0.346756 0.486203 0.996947 0.999868 0.999986 11.665 20.7868 0.181009 0.02687 0.0340174
2200 5.37221e-06 -1 0.347582 0.478671 0.996982 0.999868 0.999986 11.6669 20.7913 0.180839 0.0259804 0.0316141
2300 4.88315e-06 -1 0.348327 0.471694 0.997013 0.999867 0.999987 11.6686 20.7953 0.180706 0.0251771 0.029182
2400 4.44944e-06 -1 0.349003 0.465197 0.997042 0.999866 0.999988 11.6701 20.7989 0.180606 0.0244455 0.0269284
2500 4.06676e-06 -1 0.349617 0.459132 0.997069 0.999866 0.999988 11.6714 20.8022 0.180534 0.0237771 0.0247707
2600 3.72716e-06 -1 0.350176 0.453456 0.997093 0.999865 0.999989 11.6725 20.8052 0.180487 0.0231651 0.0227139
2700 3.42424e-06 -1 0.350687 0.448126 0.997116 0.999865 0.999989 11.6735 20.8079 0.180461 0.0226019 0.0207998
2800 3.15247e-06 -1 0.351152 0.443124 0.997137 0.999864 0.999989 11.6743 20.8103 0.180455 0.0220832 0.0188798
2900 2.90953e-06 -1 0.351579 0.438404 0.997156 0.999863 0.99999 11.6751 20.8125 0.180465 0.0216026 0.0171145
3000 2.69174e-06 -1 0.351971 0.433947 0.997174 0.999863 0.99999 11.6757 20.8146 0.180489 0.0211565 0.0154276
3100 2.4928e-06 -1 0.35233 0.429739 0.997191 0.999862 0.99999 11.6762 20.8164 0.180525 0.0207425 0.0137401
3200 2.31462e-06 -1 0.352661 0.425743 0.997207 0.999862 0.999991 11.6767 20.8181 0.180573 0.0203552 0.0122467
3300 2.15175e-06 -1 0.352966 0.421962 0.997222 0.999861 0.999991 11.6771 20.8197 0.18063 0.0199944 0.0107122
3400 2.00395e-06 -1 0.353249 0.418361 0.997236 0.999861 0.999991 11.6774 20.8211 0.180695 0.0196555 0.00935793
3500 1.86964e-06 -1 0.353508 0.414949 0.997249 0.99986 0.999991 11.6777 20.8225 0.180767 0.0193392 0.00788333
3600 1.74641e-06 -1 0.35375 0.41169 0.997262 0.99986 0.999992 11.6779 20.8237 0.180846 0.0190409 0.00662374
3700 1.63399e-06 -1 0.353974 0.408586 0.997273 0.999859 0.999992 11.678 20.8248 0.18093 0.0187605 0.00537063
3800 1.5309e-06 -1 0.354182 0.405628 0.997284 0.999859 0.999992 11.6782 20.8259 0.181017 0.0184966 0.00411107
3900 1.43698e-06 -1 0.354376 0.402796 0.997294 0.999858 0.999992 11.6783 20.8269 0.181109 0.0182468 0.00297485
4000 1.34944e-06 -1 0.354556 0.400094 0.997304 0.999858 0.999992 11.6783 20.8278 0.181204 0.0180112 0.00184355
4100 1.27025e-06 -1 0.354725 0.397509 0.997314 0.999857 0.999992 11.6783 20.8286 0.181301 0.0177884 0.000712521
4200 1.19689e-06 -1 0.354883 0.395026 0.997322 0.999857 0.999993 11.6784 20.8294 0.1814 0.0175763 0.00026764
4300 1.12957e-06 -1 0.355032 0.39265 0.997331 0.999856 0.999993 11.6783 20.8301 0.1815 0.0173756 0.00129211
4400 1.06606e-06 -1 0.355171 0.390371 0.997339 0.999856 0.999993 11.6783 20.8308 0.181602 0.0171847 0.00224256
4500 1.00835e-06 -1 0.355302 0.388184 0.997346 0.999855 0.999993 11.6782 20.8315 0.181704 0.0170033 0.00318024
4600 9.54296e-07 -1 0.355426 0.386084 0.997354 0.999855 0.999993 11.6782 20.8321 0.181807 0.0168307 0.00408413
4700 9.05753e-07 -1 0.355544 0.384061 0.99736 0.999855 0.999993 11.6781 20.8326 0.181909 0.0166658 0.00491612
4800 8.5949e-07 -1 0.355655 0.382116 0.997367 0.999854 0.999993 11.678 20.8332 0.182012 0.0165085 0.0057154
4900 8.16837e-07 -1 0.35576 0.380246 0.997373 0.999854 0.999993 11.6779 20.8337 0.182114 0.0163586 0.0065341
5000 7.77163e-07 -1 0.355861 0.378444 0.997379 0.999853 0.999994 11.6778 20.8341 0.182215 0.0162152 0.00727733
5100 7.40766e-07 -1 0.355957 0.376709 0.997385 0.999853 0.999994 11.6777 20.8346 0.182315 0.016078 0.00800931
5200 7.06374e-07 -1 0.356049 0.375037 0.997391 0.999853 0.999994 11.6775 20.835 0.182414 0.0159469 0.00872371
5300 6.74703e-07 -1 0.356137 0.373425 0.997396 0.999852 0.999994 11.6774 20.8354 0.182512 0.0158213 0.00943368
5400 6.44951e-07 -1 0.356222 0.371866 0.997401 0.999852 0.999994 11.6773 20.8358 0.18261 0.0157004 0.01004
5500 6.17337e-07 -1 0.356304 0.370363 0.997406 0.999852 0.999994 11.6772 20.8361 0.182705 0.0155847 0.0106561
5600 5.91785e-07 -1 0.356383 0.368912 0.997411 0.999851 0.999994 11.677 20.8364 0.182799 0.0154738 0.0112892
5700 5.67505e-07 -1 0.35646 0.367511 0.997415 0.999851 0.999994 11.6769 20.8368 0.182891 0.0153671 0.0118884
5800 5.45406e-07 -1 0.356534 0.366153 0.997419 0.999851 0.999994 11.6768 20.8371 0.182982 0.0152643 0.012417
5900 5.24291e-07 -1 0.356606 0.364843 0.997424 0.99985 0.999994 11.6766 20.8373 0.183071 0.0151657 0.0129716
6000 5.04737e-07 -1 0.356677 0.363574 0.997428 0.99985 0.999994 11.6765 20.8376 0.183158 0.0150707 0.0134932
6100 4.8658e-07 -1 0.356746 0.362345 0.997432 0.99985 0.999994 11.6764 20.8379 0.183244 0.014979 0.0139578
6200 4.69542e-07 -1 0.356813 0.361157 0.997435 0.999849 0.999994 11.6762 20.8381 0.183327 0.0148911 0.0144707
6300 4.5348e-07 -1 0.356879 0.360003 0.997439 0.999849 0.999994 11.6761 20.8384 0.183409 0.0148058 0.0148882
6400 4.38556e-07 -1 0.356944 0.35889 0.997443 0.999849 0.999994 11.676 20.8386 0.183488 0.014724 0.0153614
6500 4.2452e-07 -1 0.357008 0.357807 0.997446 0.999849 0.999994 11.6759 20.8388 0.183566 0.0146448 0.0157657
6600 4.11446e-07 -1 0.357071 0.35676 0.997449 0.999848 0.999995 11.6757 20.839 0.183642 0.0145684 0.0161936
6700 3.99103e-07 -1 0.357133 0.355744 0.997452 0.999848 0.999995 11.6756 20.8392 0.183716 0.0144946 0.0166078
6800 3.87653e-07 -1 0.357195 0.354755 0.997456 0.999848 0.999995 11.6755 20.8394 0.183789 0.014423 0.0169474
6900 3.76648e-07 -1 0.357256 0.353797 0.997459 0.999848 0.999995 11.6754 20.8396 0.183859 0.0143539 0.0173147
7000 3.66437e-07 -1 0.357316 0.352867 0.997461 0.999847 0.999995 11.6753 20.8398 0.183927 0.0142871 0.0176732
7100 3.56913e-07 -1 0.357376 0.351962 0.997464 0.999847 0.999995 11.6752 20.84 0.183994 0.0142223 0.0179878
7200 3.48015e-07 -1 0.357436 0.351084 0.997467 0.999847 0.999995 11.6751 20.8402 0.184058 0.0141595 0.0183036
7300 3.39258e-07 -1 0.357495 0.350231 0.99747 0.999847 0.999995 11.675 20.8403 0.184121 0.0140988 0.0186071
7400 3.31399e-07 -1 0.357554 0.349402 0.997472 0.999847 0.999995 11.6749 20.8405 0.184182 0.01404 0.018907
7500 3.24038e-07 -1 0.357613 0.348596 0.997475 0.999846 0.999995 11.6748 20.8407 0.184241 0.0139829 0.0191825
7600 3.16805e-07 -1 0.357672 0.347813 0.997477 0.999846 0.999995 11.6747 20.8408 0.184298 0.0139276 0.0194682
7700 3.10276e-07 -1 0.357731 0.347049 0.99748 0.999846 0.999995 11.6747 20.841 0.184354 0.0138738 0.0197146
7800 3.03886e-07 -1 0.357789 0.346307 0.997482 0.999846 0.999995 11.6746 20.8411 0.184408 0.0138217 0.0199707
7900 2.97983e-07 -1 0.357848 0.345584 0.997484 0.999846 0.999995 11.6745 20.8413 0.18446 0.013771 0.0202058
8000 2.92428e-07 -1 0.357906 0.344879 0.997486 0.999846 0.999995 11.6745 20.8414 0.184511 0.0137218 0.0204251
8100 2.87201e-07 -1 0.357965 0.344192 0.997489 0.999845 0.999995 11.6744 20.8415 0.18456 0.0136738 0.0206284
8200 2.82129e-07 -1 0.358023 0.343525 0.997491 0.999845 0.999995 11.6743 20.8417 0.184607 0.0136274 0.0208592
8300 2.77357e-07 -1 0.358081 0.342872 0.997493 0.999845 0.999995 11.6743 20.8418 0.184653 0.013582 0.0210312
8400 2.7301e-07 -1 0.35814 0.342238 0.997495 0.999845 0.999995 11.6742 20.8419 0.184697 0.0135381 0.0212362
8500 2.68722e-07 -1 0.358198 0.341619 0.997497 0.999845 0.999995 11.6742 20.8421 0.184739 0.0134953 0.0214113
8600 2.64764e-07 -1 0.358257 0.341014 0.997499 0.999845 0.999995 11.6742 20.8422 0.184781 0.0134535 0.0215566
8700 2.61074e-07 -1 0.358316 0.340426 0.9975 0.999844 0.999995 11.6741 20.8423 0.18482 0.0134129 0.0217431
8800 2.57383e-07 -1 0.358375 0.339851 0.997502 0.999844 0.999995 11.6741 20.8425 0.184858 0.0133733 0.0218979
8900 2.54029e-07 -1 0.358434 0.339289 0.997504 0.999844 0.999995 11.6741 20.8426 0.184895 0.0133347 0.0220355
9000 2.50975e-07 -1 0.358493 0.338741 0.997506 0.999844 0.999995 11.674 20.8427 0.184931 0.0132972 0.0221991
9100 2.47817e-07 -1 0.358552 0.338204 0.997507 0.999844 0.999995 11.674 20.8428 0.184965 0.0132603 0.0223111
9200 2.44857e-07 -1 0.358611 0.33768 0.997509 0.999844 0.999995 11.674 20.8429 0.184998 0.0132245 0.0224312
9300 2.42069e-07 -1 0.358671 0.337169 0.997511 0.999844 0.999995 11.674 20.8431 0.18503 0.0131896 0.0225604
9400 2.39524e-07 -1 0.35873 0.33667 0.997512 0.999844 0.999995 11.674 20.8432 0.18506 0.0131556 0.0226952
9500 2.36977e-07 -1 0.35879 0.33618 0.997514 0.999844 0.999995 11.674 20.8433 0.18509 0.0131222 0.0227843
9600 2.3452e-07 -1 0.35885 0.335702 0.997515 0.999843 0.999995 11.6739 20.8434 0.185118 0.0130897 0.0228782
