epoch loss acc W1MaxOvl W1LogNormRat ZMaxOvl HMaxOvl HOnesMaxOvl HMinNorm HOSV0 HOSV1 HOSV2 W2MinNorm
-1 -1 -1 -1 -1 -1 -1 -1 -1 301.367 52.711 41.6903 -1
0 0.00444196 -1 0.172176 0.275385 0.175409 0.896736 0.948346 129.459 301.536 45.6667 36.6281 0.0463623
1 0.00190229 -1 0.167796 0.28101 0.170468 0.896367 0.948647 129.471 301.546 45.7137 36.5276 0.057382
2 0.00137011 -1 0.153289 0.261013 0.155296 0.893278 0.946909 129.686 301.545 45.8432 37.174 0.0744153
3 0.000832812 -1 0.136937 0.237102 0.138584 0.889739 0.944889 129.917 301.536 46.0199 37.865 0.0899556
4 0.000429862 -1 0.124811 0.219466 0.126566 0.887223 0.943481 130.084 301.531 46.1641 38.3042 0.0966635
5 0.000205144 -1 0.116021 0.209207 0.118123 0.885655 0.942743 130.171 301.525 46.2686 38.5044 0.0993938
6 0.000100211 -1 0.109016 0.203792 0.111492 0.884629 0.942423 130.213 301.519 46.3485 38.564 0.0997781
7 5.49848e-05 -1 0.103235 0.200879 0.106026 0.883906 0.942302 130.23 301.513 46.4104 38.5597 0.0988867
8 3.59453e-05 -1 0.0979707 0.198854 0.100994 0.883279 0.942238 130.236 301.506 46.4671 38.5363 0.0976076
9 2.78934e-05 -1 0.0927576 0.197422 0.0959396 0.882668 0.942204 130.239 301.499 46.5274 38.4999 0.0963984
10 2.43626e-05 -1 0.087821 0.196122 0.0911013 0.882083 0.94217 130.241 301.491 46.5864 38.4631 0.0948351
11 2.27047e-05 -1 0.0831844 0.195009 0.0865299 0.881536 0.942142 130.24 301.484 46.6425 38.4242 0.0932075
12 2.18366e-05 -1 0.0784884 0.193918 0.0818715 0.88097 0.942109 130.241 301.476 46.7032 38.3847 0.091569
13 2.12915e-05 -1 0.0737713 0.19287 0.0771694 0.880393 0.942073 130.242 301.469 46.7674 38.3437 0.0902249
14 2.09024e-05 -1 0.0691857 0.191709 0.0725918 0.87982 0.942023 130.243 301.461 46.8317 38.3062 0.0888446
15 2.05797e-05 -1 0.0647123 0.190578 0.0681189 0.879258 0.941974 130.245 301.454 46.8961 38.2682 0.0872979
16 2.02892e-05 -1 0.0602563 0.189486 0.0636558 0.878696 0.941924 130.247 301.447 46.9623 38.2287 0.08598
