epoch loss acc W1MaxOvl W1LogNormRat ZMaxOvl HMaxOvl HOnesMaxOvl HMinNorm HOSV0 HOSV1 HOSV2 W2MinNorm
-1 -1 -1 -1 -1 -1 -1 -1 -1 301.532 52.0977 41.3876 -1
0 0.00636638 -1 0.337033 0.174674 0.33433 0.913906 0.939394 126.733 300.563 44.8566 36.9846 0.133862
1 0.00223968 -1 0.314591 0.167764 0.309051 0.910044 0.938519 126.857 300.557 44.7148 37.7901 0.157015
2 0.0012672 -1 0.266487 0.147621 0.258597 0.901861 0.93629 127.16 300.545 44.5118 39.4245 0.200153
3 0.000553136 -1 0.230333 0.133153 0.222002 0.896051 0.934891 127.366 300.536 44.4385 40.3683 0.223915
4 0.000233902 -1 0.209625 0.126464 0.20191 0.893266 0.934504 127.446 300.53 44.4203 40.6498 0.23148
5 0.000123998 -1 0.196222 0.124276 0.189215 0.891893 0.934631 127.468 300.526 44.406 40.6519 0.232173
6 8.85457e-05 -1 0.185539 0.123947 0.179045 0.891008 0.934936 127.464 300.521 44.3975 40.555 0.231258
7 7.66992e-05 -1 0.175875 0.123819 0.169686 0.890254 0.935254 127.457 300.517 44.3985 40.4317 0.22917
8 7.22239e-05 -1 0.166453 0.124097 0.160425 0.889523 0.935588 127.45 300.513 44.4191 40.2854 0.227139
9 7.00717e-05 -1 0.156998 0.124504 0.151052 0.888769 0.935914 127.445 300.509 44.4596 40.1256 0.225342
10 6.8675e-05 -1 0.147907 0.124622 0.141986 0.888047 0.936212 127.44 300.505 44.506 39.9628 0.223167
11 6.75584e-05 -1 0.139098 0.124924 0.133175 0.887368 0.936517 127.433 300.501 44.5588 39.7886 0.221059
12 6.65451e-05 -1 0.130081 0.125082 0.12413 0.886634 0.936794 127.429 300.497 44.6278 39.6117 0.219303
13 6.55892e-05 -1 0.12143 0.125155 0.115453 0.885951 0.937066 127.428 300.494 44.6964 39.4326 0.216818
14 6.4683e-05 -1 0.11303 0.125415 0.107025 0.88531 0.937344 127.422 300.491 44.7659 39.2477 0.214734
15 6.38133e-05 -1 0.104406 0.125633 0.098365 0.88462 0.937606 127.421 300.489 44.8488 39.0602 0.21283
16 6.29775e-05 -1 0.0959387 0.125657 0.0898557 0.883939 0.937846 127.42 300.486 44.9333 38.8756 0.211031
17 6.21459e-05 -1 0.0877214 0.125727 0.0816134 0.883295 0.938086 127.418 300.483 45.0158 38.6904 0.209097
18 6.13731e-05 -1 0.0796504 0.125921 0.0734998 0.882673 0.938333 127.419 300.482 45.0993 38.5028 0.206851
19 6.05956e-05 -1 0.0716493 0.125811 0.0654597 0.882038 0.938545 127.419 300.479 45.1853 38.3218 0.205035
20 5.98821e-05 -1 0.0635328 0.125909 0.0573107 0.881387 0.938766 127.422 300.478 45.2784 38.1358 0.203203
21 5.91734e-05 -1 0.0557775 0.125806 0.0495177 0.880778 0.938971 127.426 300.476 45.3652 37.9565 0.201002
22 5.84981e-05 -1 0.0480656 0.125656 0.0417683 0.880163 0.939164 127.429 300.475 45.4543 37.7789 0.199122
23 5.78383e-05 -1 0.0404865 0.125795 0.0341591 0.879579 0.939374 127.429 300.473 45.5414 37.5981 0.19754
24 5.71947e-05 -1 0.0328706 0.125564 0.026513 0.87896 0.939549 127.436 300.472 45.6343 37.4243 0.195585
25 5.65828e-05 -1 0.025485 0.125496 0.019086 0.878377 0.93973 127.437 300.471 45.7226 37.2507 0.19407
26 5.60031e-05 -1 0.0182179 0.125422 0.0117877 0.877809 0.939912 127.444 300.47 45.8099 37.0789 0.192012
27 5.5426e-05 -1 0.0110067 0.12533 0.00456727 0.877242 0.940084 127.449 300.47 45.8977 36.9095 0.190298
28 5.48726e-05 -1 0.00399453 0.125206 0.00248064 0.876694 0.940249 127.452 300.469 45.9827 36.7433 0.188615
29 5.4341e-05 -1 0.00304321 0.125207 0.00953649 0.876145 0.940421 127.459 300.469 46.0695 36.5759 0.186872
30 5.38119e-05 -1 0.00988233 0.124861 0.0163944 0.875597 0.940561 127.467 300.468 46.1552 36.4176 0.185005
31 5.32949e-05 -1 0.0166085 0.124839 0.0231528 0.875076 0.94072 127.47 300.468 46.2378 36.2562 0.183507
32 5.28346e-05 -1 0.0231916 0.124526 0.0297606 0.874556 0.940858 127.48 300.468 46.3202 36.1021 0.181553
33 5.23621e-05 -1 0.0297907 0.124292 0.0363837 0.874029 0.940994 127.488 300.468 46.4046 35.9478 0.17989
34 5.19029e-05 -1 0.0362512 0.124126 0.0428697 0.873519 0.941129 127.492 300.468 46.4863 35.7951 0.178645
35 5.14758e-05 -1 0.0426814 0.123974 0.049323 0.873009 0.941263 127.502 300.468 46.5689 35.6437 0.176973
36 5.10476e-05 -1 0.0489328 0.12382 0.0555834 0.872522 0.941396 127.509 300.468 46.6476 35.4953 0.175418
37 5.06376e-05 -1 0.0552564 0.123439 0.06193 0.871997 0.941503 127.519 300.469 46.7328 35.3509 0.174106
38 5.02413e-05 -1 0.0612864 0.123211 0.0679672 0.871526 0.941624 127.528 300.469 46.8094 35.2086 0.172425
39 4.9858e-05 -1 0.0672516 0.122891 0.0739511 0.871049 0.941733 127.537 300.47 46.8869 35.0694 0.170957
40 4.94898e-05 -1 0.0731361 0.122605 0.0798472 0.87058 0.941842 127.548 300.471 46.9634 34.9318 0.169282
41 4.9129e-05 -1 0.0788579 0.12227 0.0855822 0.870126 0.941943 127.556 300.471 47.0371 34.7979 0.167903
42 4.87815e-05 -1 0.0844598 0.121991 0.0911987 0.869689 0.942049 127.566 300.472 47.1085 34.6654 0.166219
43 4.84334e-05 -1 0.0902276 0.121736 0.0969811 0.869219 0.942149 127.576 300.473 47.1863 34.5318 0.164994
44 4.81132e-05 -1 0.0956939 0.121392 0.102463 0.868782 0.942241 127.585 300.474 47.2575 34.404 0.163651
45 4.7792e-05 -1 0.100914 0.121074 0.10769 0.868383 0.942338 127.596 300.475 47.3228 34.2798 0.161702
46 4.74892e-05 -1 0.10619 0.12082 0.112973 0.867971 0.942433 127.605 300.476 47.3905 34.1551 0.160353
47 4.71967e-05 -1 0.111531 0.120507 0.118321 0.867537 0.942517 127.615 300.477 47.4622 34.0316 0.159203
48 4.69011e-05 -1 0.116738 0.120164 0.123544 0.867113 0.942598 127.626 300.478 47.5322 33.911 0.157937
49 4.66114e-05 -1 0.121803 0.119936 0.128614 0.866717 0.942688 127.636 300.479 47.5977 33.7912 0.156585
50 4.63543e-05 -1 0.126808 0.119438 0.133632 0.866301 0.942753 127.648 300.481 47.6663 33.6771 0.155237
51 4.60859e-05 -1 0.131582 0.119182 0.138414 0.865936 0.942838 127.659 300.482 47.7266 33.5631 0.153654
52 4.58433e-05 -1 0.13653 0.118857 0.143369 0.865529 0.942909 127.669 300.483 47.7941 33.4491 0.152647
53 4.55807e-05 -1 0.141221 0.118486 0.148069 0.865155 0.94298 127.68 300.485 47.856 33.3395 0.151255
54 4.53461e-05 -1 0.145871 0.118112 0.152725 0.864781 0.943048 127.691 300.486 47.9179 33.2314 0.149938
55 4.5105e-05 -1 0.150642 0.117915 0.157501 0.864395 0.943124 127.703 300.488 47.9826 33.12 0.148916
56 4.48863e-05 -1 0.155042 0.117455 0.161907 0.86404 0.943182 127.715 300.489 48.0412 33.0181 0.147444
57 4.46636e-05 -1 0.159545 0.117221 0.166411 0.863684 0.943254 127.727 300.491 48.1007 32.9121 0.146191
58 4.44569e-05 -1 0.16391 0.116933 0.170781 0.863337 0.94332 127.737 300.493 48.1583 32.8095 0.145061
59 4.42405e-05 -1 0.168325 0.116493 0.175197 0.862964 0.94337 127.751 300.495 48.2206 32.7095 0.143871
60 4.40334e-05 -1 0.172576 0.116026 0.179459 0.862605 0.943414 127.761 300.496 48.28 32.6127 0.143044
61 4.38453e-05 -1 0.176757 0.115659 0.183644 0.862265 0.94347 127.774 300.498 48.3368 32.5158 0.141771
62 4.36627e-05 -1 0.180778 0.115236 0.187667 0.861939 0.94352 127.786 300.499 48.3909 32.4226 0.140443
63 4.34766e-05 -1 0.184773 0.114967 0.191673 0.861623 0.943578 127.796 300.501 48.4436 32.3282 0.139358
64 4.32896e-05 -1 0.188738 0.114579 0.195638 0.861297 0.943626 127.808 300.503 48.4978 32.2366 0.138266
65 4.3122e-05 -1 0.192665 0.114244 0.199562 0.860978 0.943676 127.819 300.504 48.551 32.1453 0.137315
66 4.29486e-05 -1 0.196468 0.113929 0.203362 0.860676 0.943728 127.83 300.506 48.6015 32.0562 0.13609
67 4.27916e-05 -1 0.200262 0.113636 0.20716 0.86037 0.943779 127.842 300.508 48.6527 31.9673 0.135014
68 4.26236e-05 -1 0.20402 0.113273 0.210921 0.860057 0.943821 127.854 300.51 48.705 31.8807 0.133977
69 4.24745e-05 -1 0.207712 0.112798 0.214617 0.859741 0.943854 127.867 300.512 48.7579 31.7971 0.13308
70 4.23161e-05 -1 0.211133 0.112612 0.218034 0.859491 0.943914 127.877 300.514 48.7996 31.7136 0.131591
71 4.21823e-05 -1 0.214763 0.112239 0.221669 0.859183 0.943951 127.889 300.516 48.8511 31.6304 0.130808
72 4.20299e-05 -1 0.218183 0.111844 0.225087 0.858902 0.943987 127.901 300.518 48.898 31.5513 0.129715
73 4.18955e-05 -1 0.221496 0.111532 0.228395 0.858642 0.94403 127.911 300.52 48.9412 31.4729 0.128583
74 4.17592e-05 -1 0.224879 0.111198 0.231776 0.858365 0.944068 127.923 300.521 48.9877 31.3943 0.127653
75 4.16247e-05 -1 0.228273 0.110801 0.235171 0.858074 0.944098 127.934 300.523 49.0363 31.3169 0.126935
76 4.15037e-05 -1 0.231435 0.110517 0.238329 0.857828 0.944141 127.946 300.525 49.0776 31.2417 0.125703
77 4.13738e-05 -1 0.234621 0.110317 0.241517 0.857579 0.944187 127.956 300.527 49.1192 31.1654 0.124724
78 4.12529e-05 -1 0.237842 0.10986 0.244733 0.857297 0.944209 127.968 300.529 49.1665 31.093 0.123929
79 4.11295e-05 -1 0.240946 0.109616 0.247835 0.857049 0.944248 127.977 300.531 49.2079 31.0195 0.123166
80 4.10275e-05 -1 0.243899 0.109209 0.250777 0.856808 0.944277 127.991 300.533 49.2483 30.9511 0.121986
81 4.091e-05 -1 0.246937 0.108872 0.253818 0.856553 0.944306 128.001 300.535 49.291 30.8808 0.121253
82 4.07978e-05 -1 0.249892 0.108579 0.256775 0.856312 0.944339 128.012 300.537 49.3315 30.8113 0.120324
